timestamp_seconds,force_filtered
0.083282709,0.0799999991976044
0.08338809,0.0800000019710526
0.083465576,0.0800000025803077
0.083544731,0.0799999961737189
0.083626986,0.0799999946827055
0.083699703,0.0800000087769511
0.083774805,0.0800000116546168
0.083846331,0.07999998086931
0.083916187,0.0799999754351224
0.083992243,0.0800000419375612
0.084060907,0.0800000512973354
0.084133387,0.0799999079682364
0.084200382,0.0799998937040644
0.084269047,0.080000202142466
0.084342241,0.080000218634672
0.084407806,0.079999555613379
0.084473372,0.0799995531841587
0.084553003,0.0800009758045832
0.084619045,0.0800009039053733
0.084689856,0.0799978575778518
0.084756851,0.0799981922835563
0.084820986,0.0800047021822459
0.08488965,0.080003563893175
0.084954023,0.0799896848057782
0.188753128,0.0799931046075428
0.402044773,0.0800226186965604
0.63981986,0.0800130091215952
0.878592253,0.0799504244110933
1.108172894,0.0799763147748756
1.340439796,0.0801086049861219
1.554266214,0.0800408338874386
1.772847414,0.0797621968025869
2.018740654,0.0799359108982115
2.246946812,0.0805204202918583
2.474396467,0.0800820294112579
2.700185537,0.0788617656243738
2.933067083,0.079958319986814
3.140639782,0.0824867691288923
3.379523754,0.07969414454379
3.614492655,0.0746014897102273
3.826199293,0.0840563107834632
4.06171155,0.104738541316849
4.279442072,0.103327510455678
4.521586657,0.085139416678968
4.737485886,0.111468296685663
4.978075981,0.160953814794232
5.195976257,0.114709302423218
5.420351505,0.101755626151762
5.667852402,0.691862146111019
5.888661623,2.3938696488265
6.118783474,5.08123188511196
6.333847046,8.20114730981709
6.56186533,11.2910846165581
6.799732924,13.9656542787226
7.021538973,15.7630795395038
7.25560832,16.4869404952775
7.481517315,16.5271868595797
7.706038952,16.4906027654447
7.936196804,16.6179869692649
8.166859865,16.7731536445746
8.401761293,16.8393351523418
8.612020493,16.8740717242869
8.843791485,16.944805868153
9.078563452,17.0257934220139
9.294516087,17.0752118987905
9.534198284,17.0989028849932
9.773923635,17.117807418319
9.991018057,17.137631474608
10.20992804,17.1625102561092
10.44831586,17.1974847707741
10.68221188,17.2314550973256
10.89224219,17.2448635689422
11.13096333,17.2355054605152
11.35013223,17.2177585314136
11.59309006,17.2009331184032
11.81383085,17.1899751981796
12.0308392,17.2034635974163
12.26629472,17.2608519808617
12.50261998,17.3457319373638
12.73694301,17.4112147397804
12.94877434,17.4326449688658
13.18548894,17.4307932253908
13.40409851,17.4364687402313
13.64676142,17.4569583221222
13.86394477,17.4840595443151
14.08257532,17.5120342385085
14.31718302,17.5367412073784
14.55370474,17.5525689474842
14.78840709,17.5609836510034
14.99919724,17.5732673600337
15.23630595,17.5973559143624
15.45625114,17.6278028947987
15.69657636,17.6531332017014
15.91296768,17.6676406102098
16.15460706,17.6721020865135
16.36896276,17.6686344597904
16.60724354,17.6607135753684
16.81837273,17.6532714617852
17.05378938,17.6471171417345
17.29674149,17.6419523340129
17.51494241,17.6501679565651
17.73399329,17.6888868783306
17.97572374,17.7467251229356
18.19579577,17.7849999360606
18.43257022,17.7941095493131
18.64611363,17.8187638380149
18.88213921,17.8923306781844
19.11834288,17.9785468990731
19.33874869,18.0290626701614
19.55792761,18.0564260818841
19.79901338,18.0728352988724
20.016397,18.0301198316534
20.25127673,17.955414181797
20.48682141,17.9996048147577
20.69903159,18.055530795914
20.93374491,17.4813196292156
21.16834521,15.640916500034
21.38596153,12.6210732957429
21.62826991,9.0523194298834
21.84578562,5.51790400373883
22.06517196,2.54198097049592
22.29929948,0.677439345514165
22.53830767,0.0356607729098787
22.75234485,0.0555925698676445
22.98891234,0.11593155903989
23.2021656,0.0771887552842828
23.44297838,0.0615429974224933
23.66156673,0.0853760481695489
23.9029274,0.0891794744054056
24.12093139,0.0754980915446259
24.35765886,0.0752664350473237
24.57272792,0.0820037130544847
24.80673647,0.0743812579268407
