timestamp_seconds,force_filtered
0.0782556533813477,0.129968861267146
0.0783488750457764,0.126270710593144
0.0784595012664795,0.132057067861543
0.0785427093505859,0.136529592048465
0.0786263942718506,0.118935318380935
0.0787041187286377,0.0851495553098862
0.0787794589996338,0.0736616396913045
0.0788559913635254,0.10442435228204
0.0789268016815186,0.149435040587657
0.0789997577667236,0.181549976460684
0.0790700912475586,0.212258102626563
0.0791380405426025,0.251178858632743
0.0792107582092285,0.279859055582798
0.0792782306671143,0.289462186828282
0.0793495178222656,0.288036483676566
0.0794165134429932,0.264714971334871
0.0794827938079834,0.207182652128885
0.0795540809631348,0.146069706466393
0.0796263217926025,0.123020224086675
0.0796980857849121,0.128880135675412
0.0797653198242188,0.122767478024482
0.0798318386077881,0.0949953642362889
0.079902172088623,0.0719441859618964
0.0800106525421143,0.0738535517111839
0.173649787902832,0.0950904047973526
0.399698495864868,0.117711550168691
0.627239227294922,0.130866039569196
0.846949577331543,0.135577641202267
1.08412742614746,0.132217871290259
1.31968712806702,0.11612272237869
1.54122257232666,0.0928013137412954
1.76614737510681,0.0783519328034513
1.99094462394714,0.0769727121907818
2.23572182655334,0.0786698111628834
2.44320130348206,0.0807056610709876
2.69318222999573,0.0905961233920786
2.90491461753845,0.111496980611091
3.13818311691284,0.136444922744629
3.3548948764801,0.145651012837135
3.59431457519531,0.121706880340694
3.82792520523071,0.095251775605412
4.0413863658905,0.11570149219544
4.28228831291199,0.124758266267467
4.49809908866882,0.0198226344373815
4.7376856803894,-0.0355810879187814
4.95635437965393,0.366624209788437
5.19883894920349,1.34549109321455
5.42176961898804,2.53058905349404
5.66051554679871,3.55344231321282
5.86805367469788,4.3590765605342
6.10589551925659,4.94575090048081
6.32796168327332,5.22932205194611
6.55045437812805,5.254843339551
6.79796814918518,5.22050560049338
7.0256404876709,5.24494759574163
7.2308235168457,5.29356680150595
7.45901322364807,5.31296602398855
7.71147465705872,5.30964350827151
7.93924570083618,5.30925521849771
8.16703009605408,5.31682679722052
8.3758602142334,5.32485618254915
8.60620832443237,5.3284280561597
8.83683323860168,5.32816532636312
9.06776762008667,5.33255358898374
9.30398297309875,5.35432594146742
9.51511693000793,5.39274174682989
9.75166749954224,5.4270724636197
9.98917365074158,5.44166749020889
10.2021834850311,5.44566979521252
10.4335565567017,5.45145944835423
10.6716637611389,5.4518815932194
10.8818619251251,5.43808863123831
11.1175391674042,5.41807480216128
11.3571655750275,5.40192546785241
11.5706174373627,5.39136728455585
11.8093180656433,5.3873506693237
12.0246493816376,5.38812547579056
12.2588000297546,5.39645738624093
12.4927833080292,5.43880070521908
12.725254535675,5.5326446014892
12.9321026802063,5.63843817880094
13.163948059082,5.70618991252104
13.4026706218719,5.733801021546
13.6175091266632,5.71340286109699
13.8611967563629,5.60835365872115
14.0778548717499,5.45091978487256
14.3112473487854,5.34495633594241
14.5432302951813,5.33008359470058
14.7749302387238,5.36159970104284
14.9838502407074,5.41180438406786
15.2162044048309,5.4755613890932
15.4561502933502,5.52446877953031
15.6732687950134,5.55017096728275
15.9122927188873,5.59030685191201
16.1286363601685,5.65616771441681
16.3602321147919,5.70798723074124
16.5938236713409,5.72301769088405
16.8259718418121,5.71294769448808
17.0368227958679,5.67841617305954
17.2756383419037,5.61529776938061
17.4928619861603,5.55024182149593
17.7319433689117,5.5163745305106
17.95001912117,5.50843382477613
18.1871061325073,5.49514661265284
18.4196429252625,5.46825486500226
18.6515188217163,5.45839247283306
18.8592088222504,5.48830887066222
19.0914890766144,5.52096325129807
19.3337461948395,5.50812215607205
19.5478110313416,5.4950761805496
19.7857956886292,5.55638863878743
19.9994633197784,5.58530350176785
20.2396070957184,5.33666394536371
20.4729747772217,4.74080580284903
20.683112859726,3.91047557401647
20.9227936267853,2.84309608979045
21.1567385196686,1.54820370995923
21.3734793663025,0.423329056385644
21.6136567592621,-0.0559731689825977
21.8295013904572,0.0221941543294557
22.0695688724518,0.168009016541964
22.2819910049438,0.158033414798401
22.5136036872864,0.123689912732034
22.7459406852722,0.155163913994398
22.9759831428528,0.190096307119047
23.2090277671814,0.203305994658392
23.4281277656555,0.245730215231882
23.6684277057648,0.318828401272455
23.882673740387,0.366485902135099
24.121470451355,0.373762131642248
24.3331973552704,0.365893161920121
24.5643439292908,0.338940460515814
24.7964432239532,0.280435983167911
